Time [s],Value,Parity Error,Framing Error
3.684078750000000,r,,
3.684165416666667,:,,
3.684252083333333,' ',,
3.684338791666667,A,,
3.684425458333333,p,,
3.684512125000000,p,,
3.684598833333333,A,,
3.684685500000000,r,,
3.684772166666667,m,,
3.684858875000000,o,,
3.684945541666667,r,,
3.685032208333333,' ',,
3.685118916666667,d,,
3.685205583333333,i,,
3.685292250000000,s,,
3.685378958333333,a,,
3.685465625000000,b,,
3.685552291666667,l,,
3.685639000000000,e,,
3.685725666666666,d,,
3.685812333333333,' ',,
3.685899041666667,b,,
3.685985708333333,y,,
3.686072375000000,' ',,
3.686159083333334,b,,
3.686245750000000,o,,
3.686332416666667,o,,
3.686419125000000,t,,
3.686505791666667,' ',,
3.686592458333333,t,,
3.686679166666667,i,,
3.686765833333333,m,,
3.686852500000000,e,,
3.686939208333333,' ',,
3.687025875000000,p,,
3.687112541666667,a,,
3.687199250000000,r,,
3.687285916666667,a,,
3.687372583333334,m,,
3.687459291666667,e,,
3.687545958333333,t,,
3.687632625000000,e,,
3.687719333333333,r,,
3.687806000000000,\r,,
3.687892666666666,\n,,
3.687997375000000,[,,
3.688084041666666,' ',,
3.688170750000000,' ',,
3.688257416666667,' ',,
3.688344083333333,' ',,
3.688430791666667,0,,
3.688517458333334,.,,
3.688604125000000,0,,
3.688690833333333,0,,
3.688777500000000,2,,
3.688864166666667,2,,
3.688950875000000,0,,
3.689037541666667,3,,
3.689124208333333,],,
3.689210916666667,' ',,
3.689297583333333,Y,,
3.689384250000000,a,,
3.689470958333333,m,,
3.689557625000000,a,,
3.689644291666667,:,,
3.689731000000000,' ',,
3.689817666666667,d,,
3.689904333333333,i,,
3.689991041666667,s,,
3.690077708333333,a,,
3.690164375000000,b,,
3.690251083333334,l,,
3.690337750000000,e,,
3.690424416666667,d,,
3.690511125000000,' ',,
3.690597791666667,b,,
3.690684458333333,y,,
3.690771166666666,' ',,
3.690857833333333,d,,
3.690944500000000,e,,
3.691031208333333,f,,
3.691117875000000,a,,
3.691204541666667,u,,
3.691291250000000,l,,
3.691377916666667,t,,
3.691464583333333,;,,
3.691551291666667,' ',,
3.691637958333333,e,,
3.691724625000000,n,,
3.691811333333333,a,,
3.691898000000000,b,,
3.691984666666666,l,,
3.692071375000000,e,,
3.692158041666667,' ',,
3.692244708333333,w,,
3.692331416666667,i,,
3.692418083333334,t,,
3.692504750000000,h,,
3.692591458333333,' ',,
3.692678125000000,s,,
3.692764791666667,y,,
3.692851500000000,s,,
3.692938166666667,c,,
3.693024875000000,t,,
3.693111541666667,l,,
3.693198208333333,' ',,
3.693284916666667,k,,
3.693371583333333,e,,
3.693458250000000,r,,
3.693544958333333,n,,
3.693631625000000,e,,
3.693718291666667,l,,
3.693805000000000,.,,
3.693891666666667,y,,
3.693978333333333,a,,
3.694065041666667,m,,
3.694151708333334,a,,
3.694238375000000,.,,
3.694325083333333,*,,
3.694411750000000,\r,,
3.694498416666667,\n,,
3.694602791666667,[,,
3.694689458333333,' ',,
3.694776125000000,' ',,
3.694862833333334,' ',,
3.694949500000000,' ',,
3.695036166666667,0,,
3.695122875000000,.,,
3.695209541666667,0,,
3.695296208333333,0,,
3.695382916666667,2,,
3.695469583333333,5,,
3.695556250000000,3,,
3.695642958333333,9,,
3.695729625000000,],,
3.695816291666667,' ',,
3.695903000000000,M,,
3.695989666666667,o,,
3.696076333333334,u,,
3.696163041666667,n,,
3.696249708333333,t,,
3.696336375000000,-,,
3.696423083333333,c,,
3.696509750000000,a,,
3.696596416666666,c,,
3.696683125000000,h,,
3.696769791666667,e,,
3.696856458333333,' ',,
3.696943166666667,h,,
3.697029833333333,a,,
3.697116500000000,s,,
3.697203208333333,h,,
3.697289875000000,' ',,
3.697376541666667,t,,
3.697463250000000,a,,
3.697549916666667,b,,
3.697636625000000,l,,
3.697723291666667,e,,
3.697809958333333,' ',,
3.697896666666667,e,,
3.697983333333333,n,,
3.698070000000000,t,,
3.698156708333333,r,,
3.698243375000000,i,,
3.698330041666666,e,,
3.698416750000000,s,,
3.698503416666667,:,,
3.698590083333333,' ',,
3.698676791666667,2,,
3.698763458333334,0,,
3.698850125000000,4,,
3.698936833333333,8,,
3.699023500000000,' ',,
3.699110166666667,(,,
3.699196875000000,o,,
3.699283541666667,r,,
3.699370208333333,d,,
3.699456916666667,e,,
3.699543583333333,r,,
3.699630250000000,:,,
3.699716958333333,' ',,
3.699803625000000,1,,
3.699890291666667,COMMA,,
3.699977000000000,' ',,
3.700063666666667,8,,
3.700150333333333,1,,
3.700237041666667,9,,
3.700323708333333,2,,
3.700410375000000,' ',,
3.700497083333333,b,,
3.700583750000000,y,,
3.700670416666667,t,,
3.700757125000000,e,,
3.700843791666667,s,,
3.700930458333333,),,
3.701017166666666,\r,,
3.701103833333333,\n,,
3.701208500000000,[,,
3.701295208333333,' ',,
3.701381875000000,' ',,
3.701468541666667,' ',,
3.701555250000000,' ',,
3.701641916666667,0,,
3.701728583333333,.,,
3.701815291666667,0,,
3.701901958333333,0,,
3.701988666666667,2,,
3.702075333333333,5,,
3.702162000000000,8,,
3.702248708333333,7,,
3.702335375000000,],,
3.702422041666667,' ',,
3.702508750000000,M,,
3.702595416666667,o,,
3.702682083333333,u,,
3.702768791666667,n,,
3.702855458333334,t,,
3.702942125000000,p,,
3.703028833333333,o,,
3.703115500000000,i,,
3.703202166666667,n,,
3.703288875000000,t,,
3.703375541666666,-,,
3.703462208333333,c,,
3.703548916666667,a,,
3.703635583333333,c,,
3.703722250000000,h,,
3.703808958333333,e,,
3.703895625000000,' ',,
3.703982291666667,h,,
3.704069000000000,a,,
3.704155666666667,s,,
3.704242333333333,h,,
3.704329041666667,' ',,
3.704415708333333,t,,
3.704502375000000,a,,
3.704589083333333,b,,
3.704675750000000,l,,
3.704762416666667,e,,
3.704849125000000,' ',,
3.704935791666667,e,,
3.705022458333334,n,,
3.705109166666666,t,,
3.705195833333333,r,,
3.705282500000000,i,,
3.705369208333333,e,,
3.705455875000000,s,,
3.705542541666667,:,,
3.705629250000000,' ',,
3.705715916666667,2,,
3.705802583333333,0,,
3.705889291666667,4,,
3.705975958333333,8,,
3.706062625000000,' ',,
3.706149333333333,(,,
3.706236000000000,o,,
3.706322666666667,r,,
3.706409375000000,d,,
3.706496041666667,e,,
3.706582708333333,r,,
3.706669416666667,:,,
3.706756083333334,' ',,
3.706842750000000,1,,
3.706929458333333,COMMA,,
3.707016125000000,' ',,
3.707102791666667,8,,
3.707189500000000,1,,
3.707276166666666,9,,
3.707362833333333,2,,
3.707449541666667,' ',,
3.707536208333333,b,,
3.707622916666667,y,,
3.707709583333333,t,,
3.707796250000000,e,,
3.707882958333333,s,,
3.707969625000000,),,
3.708056291666667,\r,,
3.708143000000000,\n,,
3.708247666666667,[,,
3.708334333333333,' ',,
3.708421041666667,' ',,
3.708507708333333,' ',,
3.708594375000000,' ',,
3.708681083333333,0,,
3.708767750000000,.,,
3.708854416666667,0,,
3.708941125000000,0,,
3.709027791666667,3,,
3.709114458333334,7,,
3.709201166666667,5,,
3.709287833333333,7,,
3.709374500000000,],,
3.709461208333333,' ',,
3.709547875000000,I,,
3.709634541666667,n,,
3.709721250000000,i,,
3.709807916666667,t,,
3.709894583333333,i,,
3.709981291666667,a,,
3.710067958333333,l,,
3.710154625000000,i,,
3.710241333333333,z,,
3.710328000000000,i,,
3.710414666666667,n,,
3.710501375000000,g,,
3.710588041666667,' ',,
3.710674708333333,c,,
3.710761416666667,g,,
3.710848083333333,r,,
3.710934750000000,o,,
3.711021458333333,u,,
3.711108125000000,p,,
3.711194791666667,' ',,
3.711281500000000,s,,
3.711368166666666,u,,
3.711454833333333,b,,
3.711541541666667,s,,
3.711628208333333,y,,
3.711714875000000,s,,
3.711801583333334,' ',,
3.711888250000000,m,,
3.711974958333333,e,,
3.712061625000000,m,,
3.712148291666667,o,,
3.712235000000000,r,,
3.712321666666667,y,,
3.712408333333333,\r,,
3.712495041666667,\n,,
3.712599041666667,[,,
3.712685708333333,' ',,
3.712772416666667,' ',,
3.712859083333333,' ',,
3.712945750000000,' ',,
3.713032458333333,0,,
3.713119125000000,.,,
3.713205791666667,0,,
3.713292500000000,0,,
3.713379166666666,3,,
3.713465833333333,8,,
3.713552541666667,3,,
3.713639208333333,2,,
3.713725875000000,],,
3.713812583333334,' ',,
3.713899250000000,I,,
3.713985916666667,n,,
3.714072625000000,i,,
3.714159291666667,t,,
3.714245958333333,i,,
3.714332666666667,a,,
3.714419333333333,l,,
3.714506000000000,i,,
3.714592708333333,z,,
3.714679375000000,i,,
3.714766041666667,n,,
3.714852750000000,g,,
3.714939416666667,' ',,
3.715026083333334,c,,
3.715112791666667,g,,
3.715199458333333,r,,
3.715286125000000,o,,
3.715372833333333,u,,
3.715459500000000,p,,
3.715546166666666,' ',,
3.715632875000000,s,,
3.715719541666667,u,,
3.715806208333333,b,,
3.715892916666667,s,,
3.715979583333333,y,,
3.716066250000000,s,,
3.716152958333333,' ',,
3.716239625000000,d,,
3.716326291666667,e,,
3.716413000000000,v,,
3.716499666666667,i,,
3.716586333333333,c,,
3.716673041666667,e,,
3.716759708333333,s,,
3.716846375000000,\r,,
3.716933083333333,\n,,
3.717037416666667,[,,
3.717124125000000,' ',,
3.717210791666667,' ',,
3.717297458333333,' ',,
3.717384166666667,' ',,
3.717470833333334,0,,
3.717557500000000,.,,
3.717644208333333,0,,
3.717730875000000,0,,
3.717817541666667,3,,
3.717904250000000,8,,
3.717990916666666,7,,
3.718077583333333,5,,
3.718164291666667,],,
3.718250958333333,' ',,
3.718337625000000,I,,
3.718424333333334,n,,
3.718511000000000,i,,
3.718597666666667,t,,
3.718684375000000,i,,
3.718771041666667,a,,
3.718857708333333,l,,
3.718944416666667,i,,
3.719031083333333,z,,
3.719117750000000,i,,
3.719204458333333,n,,
3.719291125000000,g,,
3.719377791666667,' ',,
3.719464500000000,c,,
3.719551166666667,g,,
3.719637833333334,r,,
3.719724541666667,o,,
3.719811208333333,u,,
3.719897875000000,p,,
3.719984583333333,' ',,
3.720071250000000,s,,
3.720157916666667,u,,
3.720244625000000,b,,
3.720331291666667,s,,
3.720417958333333,y,,
3.720504666666667,s,,
3.720591333333333,' ',,
3.720678000000000,f,,
3.720764708333333,r,,
3.720851375000000,e,,
3.720938041666667,e,,
3.721024750000000,z,,
3.721111416666667,e,,
3.721198083333333,r,,
3.721284791666667,\r,,
3.721371458333333,\n,,
3.721476166666667,[,,
3.721562833333333,' ',,
3.721649500000000,' ',,
3.721736208333333,' ',,
3.721822875000000,' ',,
3.721909541666667,0,,
3.721996250000000,.,,
3.722082916666666,0,,
3.722169583333333,0,,
3.722256291666667,3,,
3.722342958333333,9,,
3.722429625000000,1,,
3.722516333333334,4,,
3.722603000000000,],,
3.722689666666667,' ',,
3.722776375000000,I,,
3.722863041666667,n,,
3.722949708333333,i,,
3.723036416666667,t,,
3.723123083333333,i,,
3.723209750000000,a,,
3.723296458333333,l,,
3.723383125000000,i,,
3.723469791666667,z,,
3.723556500000000,i,,
3.723643166666667,n,,
3.723729833333334,g,,
3.723816541666667,' ',,
3.723903208333333,c,,
3.723989875000000,g,,
3.724076583333333,r,,
3.724163250000000,o,,
3.724249916666666,u,,
3.724336625000000,p,,
3.724423291666667,' ',,
3.724509958333333,s,,
3.724596666666667,u,,
3.724683333333333,b,,
3.724770000000000,s,,
3.724856708333333,y,,
3.724943375000000,s,,
3.725030041666667,' ',,
3.725116750000000,n,,
3.725203416666667,e,,
3.725290083333333,t,,
3.725376791666667,_,,
3.725463458333333,c,,
3.725550125000000,l,,
3.725636833333333,s,,
3.725723500000000,\r,,
3.725810166666667,\n,,
3.725914541666667,[,,
3.726001208333333,' ',,
3.726087916666667,' ',,
3.726174583333334,' ',,
3.726261250000000,' ',,
3.726347958333333,0,,
3.726434625000000,.,,
3.726521291666667,0,,
3.726608000000000,0,,
3.726694666666666,4,,
3.726781333333333,0,,
3.726868041666667,7,,
3.726954708333333,1,,
3.727041375000000,],,
3.727128083333333,' ',,
3.727214750000000,I,,
3.727301416666667,n,,
3.727388125000000,i,,
3.727474791666667,t,,
3.727561458333333,i,,
3.727648166666667,a,,
3.727734833333333,l,,
3.727821500000000,i,,
3.727908208333333,z,,
3.727994875000000,i,,
3.728081541666667,n,,
3.728168250000000,g,,
3.728254916666667,' ',,
3.728341583333334,c,,
3.728428291666666,g,,
3.728514958333333,r,,
3.728601625000000,o,,
3.728688333333333,u,,
3.728775000000000,p,,
3.728861666666667,' ',,
3.728948375000000,s,,
3.729035041666667,u,,
3.729121708333333,b,,
3.729208416666667,s,,
3.729295083333333,y,,
3.729381750000000,s,,
3.729468458333333,' ',,
3.729555125000000,b,,
3.729641791666667,l,,
3.729728500000000,k,,
3.729815166666667,i,,
3.729901833333333,o,,
3.729988541666667,\r,,
3.730075208333334,\n,,
3.730179916666667,[,,
3.730266583333333,' ',,
3.730353250000000,' ',,
3.730439958333333,' ',,
3.730526625000000,' ',,
3.730613291666667,0,,
3.730700000000000,.,,
3.730786666666666,0,,
3.730873333333333,0,,
3.730960041666667,4,,
3.731046708333333,1,,
3.731133375000000,1,,
3.731220083333334,1,,
3.731306750000000,],,
3.731393416666667,' ',,
3.731480125000000,I,,
3.731566791666667,n,,
3.731653458333333,i,,
3.731740166666667,t,,
3.731826833333333,i,,
3.731913500000000,a,,
3.732000208333333,l,,
3.732086875000000,i,,
3.732173541666667,z,,
3.732260250000000,i,,
3.732346916666667,n,,
3.732433583333334,g,,
3.732520291666667,' ',,
3.732606958333333,c,,
3.732693625000000,g,,
3.732780333333333,r,,
3.732867000000000,o,,
3.732953666666667,u,,
3.733040375000000,p,,
3.733127041666667,' ',,
3.733213708333333,s,,
3.733300416666667,u,,
3.733387083333333,b,,
3.733473750000000,s,,
3.733560458333333,y,,
3.733647125000000,s,,
3.733733791666667,' ',,
3.733820500000000,p,,
3.733907166666667,e,,
3.733993833333333,r,,
3.734080541666667,f,,
3.734167208333333,_,,
3.734253875000000,e,,
3.734340583333333,v,,
3.734427250000000,e,,
3.734513916666667,n,,
3.734600625000000,t,,
3.734687291666666,\r,,
3.734773958333333,\n,,
3.734878666666666,[,,
3.734965333333333,' ',,
3.735052041666667,' ',,
3.735138708333333,' ',,
3.735225375000000,' ',,
3.735312083333334,0,,
3.735398750000000,.,,
3.735485416666667,0,,
3.735572125000000,0,,
3.735658791666667,4,,
3.735745458333333,1,,
3.735832166666667,5,,
3.735918833333333,4,,
3.736005500000000,],,
3.736092208333333,' ',,
3.736178875000000,I,,
3.736265541666667,n,,
3.736352250000000,i,,
3.736438916666667,t,,
3.736525583333334,i,,
3.736612291666667,a,,
3.736698958333333,l,,
3.736785625000000,i,,
3.736872333333333,z,,
3.736959000000000,i,,
3.737045666666666,n,,
3.737132375000000,g,,
3.737219041666667,' ',,
3.737305708333333,c,,
3.737392416666667,g,,
3.737479083333333,r,,
3.737565750000000,o,,
3.737652458333333,u,,
3.737739125000000,p,,
3.737825791666667,' ',,
3.737912500000000,s,,
3.737999166666667,u,,
3.738085833333333,b,,
3.738172541666667,s,,
3.738259208333333,y,,
3.738345875000000,s,,
3.738432583333333,' ',,
3.738519250000000,n,,
3.738605916666667,e,,
3.738692625000000,t,,
3.738779291666666,_,,
3.738865958333333,p,,
3.738952666666667,r,,
3.739039333333333,i,,
3.739126000000000,o,,
3.739212708333334,\r,,
3.739299375000000,\n,,
3.739403416666667,[,,
3.739490083333334,' ',,
3.739576750000000,' ',,
3.739663458333333,' ',,
3.739750125000000,' ',,
3.739836791666667,0,,
3.739923500000000,.,,
3.740010166666667,0,,
3.740096833333333,0,,
3.740183541666667,4,,
3.740270208333333,2,,
3.740356875000000,8,,
3.740443583333333,4,,
3.740530250000000,],,
3.740616916666667,' ',,
3.740703625000000,C,,
3.740790291666667,P,,
3.740876958333333,U,,
3.740963666666667,:,,
3.741050333333333,' ',,
3.741137000000000,T,,
3.741223708333334,e,,
3.741310375000000,s,,
3.741397041666667,t,,
3.741483750000000,i,,
3.741570416666667,n,,
3.741657083333333,g,,
3.741743791666666,' ',,
3.741830458333333,w,,
3.741917125000000,r,,
3.742003833333333,i,,
3.742090500000000,t,,
3.742177166666667,e,,
3.742263875000000,' ',,
3.742350541666667,b,,
3.742437208333333,u,,
3.742523916666667,f,,
3.742610583333333,f,,
3.742697250000000,e,,
3.742783958333333,r,,
3.742870625000000,' ',,
3.742957291666666,c,,
3.743044000000000,o,,
3.743130666666667,h,,
3.743217333333333,e,,
3.743304041666667,r,,
3.743390708333334,e,,
3.743477375000000,n,,
3.743564083333333,c,,
3.743650750000000,y,,
3.743737416666667,:,,
3.743824125000000,' ',,
3.743910791666667,o,,
3.743997458333333,k,,
3.744084166666667,\r,,
3.744170833333333,\n,,
3.744275208333333,[,,
3.744361875000000,' ',,
3.744448541666667,' ',,
3.744535250000000,' ',,
3.744621916666667,' ',,
3.744708583333333,0,,
3.744795291666667,.,,
3.744881958333333,0,,
3.744968625000000,0,,
3.745055333333333,4,,
3.745142000000000,3,,
3.745228666666667,8,,
3.745315375000000,1,,
3.745402041666666,],,
3.745488708333333,' ',,
3.745575416666667,f,,
3.745662083333333,t,,
3.745748750000000,r,,
3.745835458333334,a,,
3.745922125000000,c,,
3.746008791666667,e,,
3.746095500000000,:,,
3.746182166666667,' ',,
3.746268833333333,a,,
3.746355541666667,l,,
3.746442208333333,l,,
3.746528875000000,o,,
3.746615583333333,c,,
3.746702250000000,a,,
3.746788916666667,t,,
3.746875625000000,i,,
3.746962291666667,n,,
3.747048958333334,g,,
3.747135666666667,' ',,
3.747222333333333,2,,
3.747309000000000,3,,
3.747395708333333,2,,
3.747482375000000,6,,
3.747569041666666,2,,
3.747655750000000,' ',,
3.747742416666667,e,,
3.747829083333333,n,,
3.747915791666667,t,,
3.748002458333333,r,,
3.748089125000000,i,,
3.748175833333333,e,,
3.748262500000000,s,,
3.748349166666667,' ',,
3.748435875000000,i,,
3.748522541666667,n,,
3.748609208333333,' ',,
3.748695916666667,6,,
3.748782583333333,9,,
3.748869291666667,' ',,
3.748955958333333,p,,
3.749042625000000,a,,
3.749129333333333,g,,
3.749216000000000,e,,
3.749302666666666,s,,
3.749389375000000,\r,,
3.749476041666667,\n,,
3.749580708333333,[,,
3.749667416666667,' ',,
3.749754083333333,' ',,
3.749840750000000,' ',,
3.749927458333334,' ',,
3.750014125000000,0,,
3.750100791666667,.,,
3.750187500000000,0,,
3.750274166666667,4,,
3.750360833333333,9,,
3.750447541666666,0,,
3.750534208333333,6,,
3.750620875000000,5,,
3.750707583333333,],,
3.750794250000000,' ',,
3.750880916666667,m,,
3.750967625000000,i,,
3.751054291666667,s,,
3.751140958333333,s,,
3.751227666666667,i,,
3.751314333333333,n,,
3.751401000000000,g,,
3.751487708333333,' ',,
3.751574375000000,d,,
3.751661041666666,e,,
3.751747750000000,v,,
3.751834416666667,i,,
3.751921083333333,c,,
3.752007791666667,e,,
3.752094458333334,' ',,
3.752181125000000,n,,
3.752267833333333,o,,
3.752354500000000,d,,
3.752441166666667,e,,
3.752527875000000,' ',,
3.752614541666667,f,,
3.752701208333333,o,,
3.752787916666667,r,,
3.752874583333333,' ',,
3.752961250000000,C,,
3.753047958333333,P,,
3.753134625000000,U,,
3.753221291666667,' ',,
3.753308000000000,0,,
3.753394666666667,\r,,
3.753481375000000,\n,,
3.753575041666667,[,,
3.753661708333333,' ',,
3.753748416666667,' ',,
3.753835083333333,' ',,
3.753921750000000,' ',,
3.754008458333333,0,,
3.754095125000000,.,,
3.754181791666667,0,,
3.754268500000000,4,,
3.754355166666667,9,,
3.754441833333333,1,,
3.754528541666667,3,,
3.754615208333334,3,,
3.754701875000000,],,
3.754788583333333,' ',,
3.754875250000000,m,,
3.754961916666667,i,,
3.755048625000000,s,,
3.755135291666666,s,,
3.755221958333333,i,,
3.755308666666667,n,,
3.755395333333333,g,,
3.755482000000000,' ',,
3.755568708333333,d,,
3.755655375000000,e,,
3.755742041666667,v,,
3.755828750000000,i,,
3.755915416666667,c,,
3.756002083333333,e,,
3.756088791666667,' ',,
3.756175458333333,n,,
3.756262125000000,o,,
3.756348833333333,d,,
3.756435500000000,e,,
3.756522166666667,' ',,
3.756608875000000,f,,
3.756695541666667,o,,
3.756782208333334,r,,
3.756868916666666,' ',,
3.756955583333333,C,,
3.757042250000000,P,,
3.757128958333333,U,,
3.757215625000000,' ',,
3.757302291666667,1,,
3.757389000000000,\r,,
3.757475666666667,\n,,
3.757580375000000,[,,
3.757667041666667,' ',,
3.757753708333333,' ',,
3.757840416666667,' ',,
3.757927083333333,' ',,
3.758013750000000,0,,
3.758100458333333,.,,
3.758187125000000,0,,
3.758273791666667,4,,
3.758360500000000,9,,
3.758447166666667,1,,
3.758533833333333,5,,
3.758620541666667,4,,
3.758707208333333,],,
3.758793875000000,' ',,
3.758880583333333,m,,
3.758967250000000,i,,
3.759053916666667,s,,
3.759140625000000,s,,
3.759227291666666,i,,
3.759313958333333,n,,
3.759400666666667,g,,
3.759487333333333,' ',,
3.759574000000000,d,,
3.759660708333334,e,,
3.759747375000000,v,,
3.759834041666667,i,,
3.759920750000000,c,,
3.760007416666667,e,,
3.760094083333333,' ',,
3.760180791666667,n,,
3.760267458333333,o,,
3.760354125000000,d,,
3.760440833333333,e,,
3.760527500000000,' ',,
3.760614166666667,f,,
3.760700875000000,o,,
3.760787541666667,r,,
3.760874208333334,' ',,
3.760960916666667,C,,
3.761047583333333,P,,
3.761134250000000,U,,
3.761220958333333,' ',,
3.761307625000000,2,,
3.761394291666667,\r,,
3.761481000000000,\n,,
3.761574666666667,[,,
3.761661333333334,' ',,
3.761748041666667,' ',,
3.761834708333333,' ',,
3.761921375000000,' ',,
3.762008083333333,0,,
3.762094750000000,.,,
3.762181458333334,0,,
3.762268125000000,4,,
3.762354791666667,9,,
3.762441500000000,1,,
3.762528166666667,7,,
3.762614833333333,4,,
3.762701541666666,],,
3.762788208333333,' ',,
3.762874875000000,m,,
3.762961583333333,i,,
3.763048250000000,s,,
3.763134916666667,s,,
3.763221625000000,i,,
3.763308291666667,n,,
3.763394958333333,g,,
3.763481666666667,' ',,
3.763568333333333,d,,
3.763655000000000,e,,
3.763741708333333,v,,
3.763828375000000,i,,
3.763915041666666,c,,
3.764001750000000,e,,
3.764088416666667,' ',,
3.764175083333333,n,,
3.764261791666667,o,,
3.764348458333334,d,,
3.764435125000000,e,,
3.764521833333333,' ',,
3.764608500000000,f,,
3.764695166666667,o,,
3.764781875000000,r,,
3.764868541666667,' ',,
3.764955208333333,C,,
3.765041916666667,P,,
3.765128583333333,U,,
3.765215250000000,' ',,
3.765301958333333,3,,
3.765388625000000,\r,,
3.765475291666667,\n,,
3.765580333333333,[,,
3.765667000000000,' ',,
3.765753666666667,' ',,
3.765840375000000,' ',,
3.765927041666667,' ',,
3.766013708333333,0,,
3.766100416666667,.,,
3.766187083333334,0,,
3.766273750000000,4,,
3.766360458333333,9,,
3.766447125000000,2,,
3.766533791666667,0,,
3.766620500000000,5,,
3.766707166666666,],,
3.766793833333333,' ',,
3.766880541666667,C,,
3.766967208333333,P,,
3.767053875000000,U,,
3.767140583333333,0,,
3.767227250000000,:,,
3.767313958333333,' ',,
3.767400625000000,t,,
3.767487291666667,h,,
3.767574000000000,r,,
3.767660666666667,e,,
3.767747333333333,a,,
3.767834041666667,d,,
3.767920708333333,' ',,
3.768007375000000,-,,
3.768094083333333,1,,
3.768180750000000,COMMA,,
3.768267416666667,' ',,
3.768354125000000,c,,
3.768440791666666,p,,
3.768527458333333,u,,
3.768614166666667,' ',,
3.768700833333333,0,,
3.768787500000000,COMMA,,
3.768874208333334,' ',,
3.768960875000000,s,,
3.769047541666667,o,,
3.769134250000000,c,,
3.769220916666667,k,,
3.769307583333333,e,,
3.769394291666667,t,,
3.769480958333333,' ',,
3.769567625000000,1,,
3.769654333333333,5,,
3.769741000000000,COMMA,,
3.769827666666667,' ',,
3.769914375000000,m,,
3.770001041666667,p,,
3.770087708333334,i,,
3.770174416666667,d,,
3.770261083333333,r,,
3.770347750000000,' ',,
3.770434458333333,8,,
3.770521125000000,0,,
3.770607791666666,0,,
3.770694500000000,0,,
3.770781166666667,0,,
3.770867833333333,f,,
3.770954541666667,0,,
3.771041208333333,0,,
3.771127875000000,\r,,
3.771214583333333,\n,,
3.771319250000000,[,,
3.771405916666667,' ',,
3.771492625000000,' ',,
3.771579291666667,' ',,
3.771666000000000,' ',,
3.771752666666667,0,,
3.771839333333333,.,,
3.771926041666667,0,,
3.772012708333333,4,,
3.772099375000000,9,,
3.772186083333333,2,,
3.772272750000000,3,,
3.772359416666667,5,,
3.772446125000000,],,
3.772532791666667,' ',,
3.772619458333333,[,,
3.772706166666667,b,,
3.772792833333333,c,,
3.772879500000000,m,,
3.772966208333334,2,,
3.773052875000000,7,,
3.773139541666667,0,,
3.773226250000000,9,,
3.773312916666667,_,,
3.773399583333333,s,,
3.773486291666666,m,,
3.773572958333333,p,,
3.773659625000000,_,,
3.773746333333333,p,,
3.773833000000000,r,,
3.773919666666667,e,,
3.774006375000000,p,,
3.774093041666667,a,,
3.774179708333333,r,,
3.774266416666667,e,,
3.774353083333333,_,,
3.774439750000000,c,,
3.774526458333333,p,,
3.774613125000000,u,,
3.774699791666666,s,,
3.774786500000000,],,
3.774873166666667,' ',,
3.774959833333333,e,,
3.775046541666667,n,,
3.775133208333334,t,,
3.775219875000000,e,,
3.775306583333333,r,,
3.775393250000000,\r,,
3.775479916666667,\n,,
3.775584291666667,[,,
3.775670958333333,' ',,
3.775757625000000,' ',,
3.775844333333333,' ',,
3.775931000000000,' ',,
3.776017666666667,0,,
3.776104375000000,.,,
3.776191041666667,0,,
3.776277750000000,4,,
3.776364416666667,9,,
3.776451083333333,3,,
3.776537791666667,7,,
3.776624458333333,7,,
3.776711125000000,],,
3.776797833333333,' ',,
3.776884500000000,S,,
3.776971166666667,e,,
3.777057875000000,t,,
3.777144541666666,t,,
3.777231208333333,i,,
3.777317916666667,n,,
3.777404583333333,g,,
3.777491250000000,' ',,
3.777577958333334,u,,
3.777664625000000,p,,
3.777751291666667,' ',,
3.777838000000000,s,,
3.777924666666667,t,,
3.778011333333333,a,,
3.778098041666667,t,,
3.778184708333333,i,,
3.778271375000000,c,,
3.778358083333333,' ',,
3.778444750000000,i,,
3.778531416666667,d,,
3.778618125000000,e,,
3.778704791666667,n,,
3.778791458333334,t,,
3.778878166666667,i,,
3.778964833333333,t,,
3.779051500000000,y,,
3.779138208333333,' ',,
3.779224875000000,m,,
3.779311541666666,a,,
3.779398250000000,p,,
3.779484916666667,' ',,
3.779571583333333,f,,
3.779658291666667,o,,
3.779744958333333,r,,
3.779831625000000,' ',,
3.779918333333333,0,,
3.780005000000000,x,,
3.780091666666667,6,,
3.780178375000000,4,,
3.780265041666667,f,,
3.780351708333333,1,,
3.780438416666667,5,,
3.780525083333333,8,,
3.780611750000000,' ',,
3.780698458333333,-,,
3.780785125000000,' ',,
3.780871791666667,0,,
3.780958500000000,x,,
3.781045166666666,6,,
3.781131833333333,4,,
3.781218541666667,f,,
3.781305208333333,1,,
3.781391875000000,b,,
3.781478583333334,0,,
3.781565250000000,\r,,
3.781651916666667,\n,,
3.781756625000000,[,,
3.781843291666667,' ',,
3.781930000000000,' ',,
3.782016666666667,' ',,
3.782103333333333,' ',,
3.782190041666667,0,,
3.782276708333333,.,,
3.782363375000000,0,,
3.782450083333333,8,,
3.782536750000000,5,,
3.782623416666667,2,,
3.782710125000000,3,,
3.782796791666667,4,,
3.782883458333334,],,
3.782970166666667,' ',,
3.783056833333333,[,,
3.783143500000000,b,,
3.783230208333333,c,,
3.783316875000000,m,,
3.783403541666666,2,,
3.783490250000000,7,,
3.783576916666667,0,,
